Time_s,ECG_mV
0.0,0.019738402887798972
0.010001666944490749,0.04798550738998712
0.020003333888981498,0.02361566612975559
0.030005000833472247,-0.038978235375552756
0.040006667777962995,0.02356639509587235
0.050008334722453744,0.08583347906394331
0.06001000166694449,0.040638476633963735
0.07001166861143523,0.05351477485577508
0.08001333555592599,0.057516726369608376
0.09001500250041675,0.026591462510620414
0.10001666944490749,-0.02315885632878146
0.11001833638939823,0.07663593336189142
0.12002000333388899,0.05960774598707905
0.13002167027837974,0.0022306491461874245
0.14002333722287047,-0.09415199045541699
0.15002500416736123,-0.029372888947680368
0.16002667111185198,0.06367783383688704
0.17002833805634274,-0.04189796366168056
0.1800300050008335,-0.00984533631603626
0.19003167194532422,0.05305012822934106
0.20003333888981498,0.0061712772648284085
0.21003500583430573,0.0648342602697718
0.22003667277879646,0.06680047577257817
0.23003833972328722,0.04012493737362009
0.24004000666777797,0.04390974609151401
0.2500416736122687,-0.03730954350211601
0.2600433405567595,0.06353882443222295
0.2700450075012502,0.10327018648486652
0.28004667444574094,0.1120705177913045
0.2900483413902317,-0.029008970469645866
0.30005000833472245,0.08541476996525574
0.31005167527921323,-0.026156752839223092
0.32005334222370396,0.06971414620090198
0.3300550091681947,-0.006542195055562541
0.3400566761126855,0.1279844610158099
0.3500583430571762,0.006442953125074681
0.360060010001667,0.06982789880245496
0.3700616769461577,0.10092530042905498
0.38006334389064844,0.012454512499573647
0.3900650108351392,0.0029732317019676505
0.40006667777962995,0.06926964734279624
0.4100683447241207,0.009419196423624245
0.42007001166861146,0.1164830272549395
0.4300716786131022,0.061367409765489295
0.4400733455575929,0.06800330186865898
0.4500750125020837,0.03555125994106705
0.46007667944657443,0.1045318725986214
0.4700783463910652,0.04832223709547185
0.48008001333555594,0.11379328788153673
0.49008168028004667,0.1252012733553327
0.5000833472245374,0.10551899286441313
0.5100850141690282,0.030040036120795345
0.520086681113519,-0.043312560945945294
0.5300883480580096,0.05132624007528927
0.5400900150025004,0.1829176363709162
0.5500916819469912,0.06382715829164254
0.5600933488914819,0.1337087600651337
