Time_s,ECG_mV
0.0,-0.002556602998249409
0.010001666944490749,-0.0323672655039545
0.020003333888981498,0.061036230295829955
0.030005000833472247,0.03079092731403496
0.040006667777962995,-0.004908571997284635
0.050008334722453744,-0.02195900648068629
0.06001000166694449,0.0136834481920948
0.07001166861143523,0.022376647746034137
0.08001333555592599,-0.023743100367859947
0.09001500250041675,0.029445318582479167
0.10001666944490749,0.14237312324905355
0.11001833638939823,-0.009571796936164823
0.12002000333388899,-0.04905630234035986
0.13002167027837974,0.017015231833484055
0.14002333722287047,0.045333377836317815
0.15002500416736123,0.03324233497300621
0.16002667111185198,-0.009397794949958793
0.17002833805634274,0.0426145031715206
0.1800300050008335,0.06295188021016551
0.19003167194532422,0.028314460211413057
0.20003333888981498,0.05161389273734622
0.21003500583430573,0.07244079430955944
0.22003667277879646,0.10104670562713118
0.23003833972328722,0.08573884312900984
0.24004000666777797,0.0009933038523210896
0.2500416736122687,0.12404387048014989
0.2600433405567595,0.10357266271430512
0.2700450075012502,0.07335520746098334
0.28004667444574094,0.12532423500297127
0.2900483413902317,0.08287595840380269
0.30005000833472245,0.014908304933322132
0.31005167527921323,0.05002404230703775
0.32005334222370396,0.11155347001296145
0.3300550091681947,0.023403254004108733
0.3400566761126855,0.06022028748275379
0.3500583430571762,0.0700819893667021
0.360060010001667,0.06537669119360219
0.3700616769461577,0.1084737862155919
0.38006334389064844,-0.015586710651539444
0.3900650108351392,0.1233974185119105
0.40006667777962995,0.05274019005445034
0.4100683447241207,0.009036890760651707
0.42007001166861146,0.05650633109896032
0.4300716786131022,0.11220180989601974
0.4400733455575929,0.03235124895398223
0.4500750125020837,0.08879037124793382
0.46007667944657443,0.029699107878686952
0.4700783463910652,0.03205563397212544
0.48008001333555594,0.10232222344205227
0.49008168028004667,0.0789161171728886
0.5000833472245374,0.13142768642952757
0.5100850141690282,0.05275685878774915
0.520086681113519,0.06835941728255307
0.5300883480580096,0.16363593017333267
0.5400900150025004,0.08263325238696034
0.5500916819469912,0.11180168619109933
0.5600933488914819,0.05873581396897845
0.5700950158359727,0.10783663935063777
0.5800966827804634,0.07869039716631172
0.5900983497249542,0.06465695311519512
0.6001000166694449,0.03649927063850595
0.6101016836139357,0.170430085215635
0.6201033505584265,0.07833834278369164
0.6301050175029171,0.032712396034073374
0.6401066844474079,0.0610516565013927
0.6501083513918987,0.06540993154513644
0.6601100183363894,0.03935286495501837
0.6701116852808802,0.09622429246148632
0.680113352225371,0.08474714157551372
0.6901150191698616,0.06537828731580222
0.7001166861143524,0.0884004635659294
0.7101183530588432,0.12286302228901229
0.720120020003334,0.12358375322625215
0.7301216869478246,0.1082132082799062
0.7401233538923154,0.14104086719838385
0.7501250208368062,0.08951634425804714
0.7601266877812969,0.15400643192668528
0.7701283547257877,0.12721199759795077
0.7801300216702785,0.15050253396329
0.7901316886147691,0.12683952272024593
0.8001333555592599,0.07813528572036962
0.8101350225037507,0.1761358559216586
0.8201366894482414,0.11282077036256451
0.8301383563927321,0.17837110290465516
0.8401400233372229,0.1342351786693321
0.8501416902817136,0.053307639645531785
0.8601433572262044,0.1021773307936959
0.8701450241706952,0.07231644681410583
0.8801466911151858,0.15511623643362335
0.8901483580596766,0.14056740290488906
0.9001500250041674,0.16583455103497952
0.9101516919486582,0.1623812058224602
0.9201533588931489,0.20853575140395075
0.9301550258376396,0.17691438868889456
0.9401566927821304,0.14142482954299412
0.9501583597266211,0.07714245639114897
0.9601600266711119,0.2270843211174812
0.9701616936156027,0.21404165162695127
0.9801633605600933,0.16218092135300238
0.9901650275045841,0.22590837071703146
1.0001666944490748,0.14131878092030412
1.0101683613935657,0.2104202311465109
1.0201700283380564,0.21333282263227993
1.030171695282547,0.1778142106849524
1.040173362227038,0.11526267458707345
1.0501750291715286,0.0994400888228426
1.0601766961160193,0.16806407908863913
1.0701783630605102,0.16431457766591256
1.0801800300050008,0.11586788877634752
1.0901816969494915,0.22544365843141956
1.1001833638939824,0.2445834867279622
1.110185030838473,0.14010849599097647
1.1201866977829638,0.19396507124692597
1.1301883647274547,0.08623209936976507
1.1401900316719453,0.6365165683586764
1.1501916986164362,1.715978221379863
1.160193365560927,-0.2184854494816129
1.1701950325054176,0.08973918245269892
1.1801966994499085,0.22579879462527994
1.1901983663943991,0.21693777555865718
1.2002000333388898,0.22463962398689996
1.2102017002833807,0.19001121488957698
1.2202033672278714,0.18910098312418205
1.230205034172362,0.2177906211262663
1.240206701116853,0.26915981344074474
1.2502083680613436,0.214819188301968
1.2602100350058343,0.2555101866364936
1.2702117019503252,0.23482527517407797
1.2802133688948159,0.18700217134890432
1.2902150358393065,0.16310904172778684
1.3002167027837974,0.25472542234790163
1.310218369728288,0.17695282904008575
1.3202200366727788,0.1966616096603544
1.3302217036172697,0.2836010742318203
1.3402233705617603,0.21214495076349402
1.350225037506251,0.12241000021228687
1.360226704450742,0.2249265483950349
1.3702283713952326,0.21679278455738435
1.3802300383397232,0.2907622211715678
1.3902317052842141,0.16349202299960788
1.4002333722287048,0.21042830656876213
1.4102350391731955,0.20476564242502954
1.4202367061176864,0.1767827282092866
1.430238373062177,0.19459861253155902
1.440240040006668,0.19087046835359586
1.4502417069511586,0.22878924519589217
1.4602433738956493,0.34017180066950836
1.4702450408401402,0.20040352978708328
1.4802467077846309,0.1951158819807149
1.4902483747291215,0.2712555576538206
1.5002500416736124,0.16251351837697026
1.510251708618103,0.1747861131219383
1.5202533755625938,0.2623177237936411
1.5302550425070847,0.2832364967442586
1.5402567094515753,0.24855179845387534
1.550258376396066,0.20448468087731633
1.560260043340557,0.33876090688546334
1.5702617102850476,0.32576987732206325
1.5802633772295382,0.23744590709312852
1.5902650441740291,0.21288673754020343
